id,name,member_count,admin_count,bot_role,is_bot_admin,restrict,owner
120363027588307768@g.us,ALERT RTS LAMPUNG INNER,17,5,member,FALSE,FALSE,62796834332716@lid
120363212026956491@g.us,TSS - NetAct Escalation,17,6,member,FALSE,FALSE,102752831172730@lid
120363419996246707@g.us,NOTIF BOD Visit/VIP Sitelist,18,4,member,FALSE,FALSE,151608184823875@lid
120363144779197820@g.us,ALERT_RTS_MATARAM,18,4,member,FALSE,FALSE,null
120363313241536548@g.us,Public OWS Dev Team,18,7,member,FALSE,FALSE,199093292912787@lid
120363029453374812@g.us,ALERT RTS LAMPUNG OUT2,18,7,member,FALSE,FALSE,62796834332716@lid
120363324708516269@g.us,East Daily Material Check,18,7,member,FALSE,FALSE,281213185056937@lid
120363369822905409@g.us,Power Critical NE WEST,18,9,member,FALSE,FALSE,216393454735400@lid
62817737969-1575340217@g.us,XL Network Security Ops,18,8,member,FALSE,FALSE,235884033106131@lid
6287884005040-1602499439@g.us,BO RAN WA Auto Alerts,18,5,member,FALSE,FALSE,null
120363160930108825@g.us,ALERT_RTS_BALI_OUT_GYR,18,4,member,FALSE,FALSE,null
120363296635441775@g.us,CNAP LATENCY TEST,18,4,member,FALSE,FALSE,174955610247394@lid
120363323706044066@g.us,East Daily Tools Check,18,7,member,FALSE,FALSE,281213185056937@lid
120363144672142184@g.us,ALERT_RTS_ACEH_1,18,5,member,FALSE,FALSE,null
120363026475442378@g.us,Auto Metric/Takeout Trunk,18,4,member,FALSE,FALSE,108405041668224@lid
120363159899125966@g.us,ALERT_RTS_WONOGIRI,18,4,member,FALSE,FALSE,null
120363158790287803@g.us,ALERT_RTS_SULTENGGO,18,4,member,FALSE,FALSE,null
6281315055517-1622651022@g.us,TSS - VAS EMS Escalation,19,6,member,FALSE,FALSE,null
120363163459075798@g.us,ALERT_RTS_SIDOARJO,19,4,member,FALSE,FALSE,null
120363412621527266@g.us,Central Java_PLM Patrol Alert,19,6,member,FALSE,FALSE,63346674032672@lid
120363163051523388@g.us,ALERT_RTS_MADIUN,19,3,member,FALSE,FALSE,null
120363301906330424@g.us,Monitoring DWDM ISAT AXA,19,6,member,FALSE,FALSE,174955610247394@lid
120363223806066530@g.us,FTTH Ticket Complaint Alert (Lama),19,4,member,FALSE,FALSE,null
120363402097662432@g.us,Data Alert Partner FTTH,19,2,member,FALSE,FALSE,105682669945085@lid
120363144679659110@g.us,ALERT_RTS_BANDUNG_3,19,4,member,FALSE,FALSE,null
120363385617138301@g.us,Bank Rakyat Indonesia (BRI),19,4,member,FALSE,FALSE,187342312726550@lid
120363368707629169@g.us,Power Critical NE CENTRAL,19,9,member,FALSE,FALSE,216393454735400@lid
120363366862802727@g.us,Power Critical NE NORTH,19,9,member,FALSE,FALSE,216393454735400@lid
62817890654-1606199421@g.us,🕵️‍♂️PMT Alarm Batt STOLEN🕵️‍♂️,19,6,member,FALSE,FALSE,188639359291562@lid
8613428911950-1593326292@g.us,TSS - NEC EMS Escalation,19,5,member,FALSE,FALSE,null
120363315666904465@g.us,IMIP Service Degradation Ticket,19,4,member,FALSE,FALSE,null
120363402290275610@g.us,Alert Fibercut Notes Update,20,1,member,FALSE,FALSE,187342312726550@lid
120363402669055458@g.us,Downdetector Alert,20,1,member,FALSE,FALSE,27294735323195@lid
120363401362036490@g.us,WPL & TWAMP Alerting,20,2,member,FALSE,FALSE,152703317581855@lid
120363403053544570@g.us,Auto Correl WA Bad Call Experience,20,1,member,FALSE,FALSE,79611648045139@lid
120363420318994284@g.us,ALERT Last TTI VIP SITE,20,3,member,FALSE,FALSE,79611648045139@lid
8613428911950-1593324864@g.us,TSS - MPLS Escalation,20,7,member,FALSE,FALSE,null
120363419686014131@g.us,Checking WA Bot,20,3,member,FALSE,FALSE,173443664326721@lid
6287888000800-1585188398@g.us,Tools Operation Team & FMT Team👍🏻,21,4,member,FALSE,FALSE,146656053964832@lid
120363392088338423@g.us,Auto TT XLSMART Test,21,11,member,FALSE,FALSE,124064442118368@lid
120363423892867187@g.us,ALERT_RTS_MAGELANG,21,2,member,FALSE,FALSE,251015253233818@lid
62817712519-1602293850@g.us,BO IN-VAS WA Auto Alerts,21,9,member,FALSE,FALSE,182630632943740@lid
120363026689942198@g.us,Unbalance alarm auto,22,8,member,FALSE,FALSE,null
6287888990059-1617792905@g.us,Verification New OLA EJBN,22,3,member,FALSE,FALSE,58613569687681@lid
120363160286997661@g.us,ALERT_RTS_GROBOGAN,22,6,member,FALSE,FALSE,null
120363317470153492@g.us,IKN HUTRI Cross Domain,22,12,member,FALSE,FALSE,62796834332716@lid
120363309809698995@g.us,Alert PAMA  Cross-Domain,22,9,member,FALSE,FALSE,62796834332716@lid
120363398217706866@g.us,OWS SF Power & High Temp,22,8,member,FALSE,FALSE,27294735323195@lid
120363396010030105@g.us,Jabo Outer_PLM Patrol Alert,22,7,member,FALSE,FALSE,63346674032672@lid
120363403108450034@g.us,XLSMART Tools Operation,23,1,member,FALSE,FALSE,151608184823875@lid
120363068987802935@g.us,Monitoring PAMA,23,4,member,FALSE,FALSE,null
120363411223030493@g.us,Jabo Inner_PLM Patrol Alert,23,7,member,FALSE,FALSE,63346674032672@lid
120363212649122032@g.us,ALERT_RTS_KAL_BJM_OUTER,23,3,member,FALSE,FALSE,62796834332716@lid
120363274410436871@g.us,NE Down Increasing Alert,23,10,member,FALSE,FALSE,36163809202177@lid
120363204746286317@g.us,CRC and Packet Loss FTTH,23,10,member,FALSE,FALSE,75780503638025@lid
120363421925829858@g.us,RHOMA - ALERT GOLDEN ROUTE VISION,24,5,member,FALSE,FALSE,79611648045139@lid
120363417213770057@g.us,MOCN Cell n Site Down >12 Hours,24,4,member,FALSE,FALSE,75780503638025@lid
120363142351759445@g.us,ALERT_RTS_NTT,24,4,member,FALSE,FALSE,null
120363407556155798@g.us,FLP Escalation,24,3,member,FALSE,FALSE,229810982920376@lid
120363400874452971@g.us,NE Down vs Power Alarm,24,8,member,FALSE,FALSE,75780503638025@lid
120363140840854226@g.us,ALERT_RTS_JAKSEL,24,4,member,FALSE,FALSE,null
120363422700269381@g.us,ANI - Automatic Network Intellegent,24,1,member,FALSE,FALSE,79611648045139@lid
120363345681459217@g.us,100GE Link Flap,24,3,member,FALSE,FALSE,174955610247394@lid
628197867777-1613801979@g.us,XL.HS Leader BKSI CKRW,25,7,member,FALSE,FALSE,null
6281226480192-1617612246@g.us,Verification New OLA NS and SS,25,3,member,FALSE,FALSE,72168486481950@lid
120363421394109557@g.us,VIP CELL DOWN ALERT,25,6,member,FALSE,FALSE,55375097286696@lid
62817712519-1614322632@g.us,FTTH Auto Alert,25,11,member,FALSE,FALSE,182630632943740@lid
120363163792993062@g.us,ALERT_RTS_JEMBER,25,7,member,FALSE,FALSE,null
120363371962962368@g.us,Alert SFP Removed,26,16,member,FALSE,FALSE,62796834332716@lid
62818753428-1627526766@g.us,RSL & IPAM Discussion,26,6,member,FALSE,FALSE,75780503638025@lid
120363406021179493@g.us,Alert Site Enterprise,26,4,member,FALSE,FALSE,79611648045139@lid
120363418047871893@g.us,⚠️ Tools Data Alert,26,11,member,FALSE,FALSE,161233223323880@lid
120363219767676207@g.us,Vlan enterprise alert dev,26,8,member,FALSE,FALSE,265867233337534@lid
120363142764501343@g.us,ALERT_RTS_KEDIRI,26,5,member,FALSE,FALSE,null
120363049966858564@g.us,VVIP Proactive - ALERT P1,27,6,member,FALSE,FALSE,79611648045139@lid
120363216425458855@g.us,XL TEHNIS ft. HELIUM (NEW),27,10,member,FALSE,FALSE,1967329955840@lid
120363414118349731@g.us,100G Port No Traffic,27,8,member,FALSE,FALSE,75780503638025@lid
120363419042780501@g.us,POI XL-SF Latency alert,27,6,member,FALSE,FALSE,224270542233777@lid
6287778483057-1573218628@g.us,MLM - XL Busol,27,7,member,FALSE,FALSE,null
120363367811617812@g.us,Power Critical NE EAST,27,11,member,FALSE,FALSE,216393454735400@lid
120363424073259054@g.us,Wallet Garden 1.0,28,2,member,FALSE,FALSE,79611648045139@lid
120363029005099640@g.us,ALERT RTS LAMPUNG OUT1,28,8,member,FALSE,FALSE,62796834332716@lid
120363333264944392@g.us,XL OWS Drive and Home,28,12,member,FALSE,FALSE,null
120363407857116165@g.us,VVIP COVERAGE SURVEILANCE,28,1,member,FALSE,FALSE,79611648045139@lid
120363193568697099@g.us,FTTH Potential Alert,28,5,member,FALSE,FALSE,75780503638025@lid
120363405497908836@g.us,MOCN Anomaly,28,1,member,FALSE,FALSE,173443664326721@lid
120363039719025134@g.us,Core Degradation Alert,29,11,member,FALSE,FALSE,16346729439343@lid
120363046883730934@g.us,ALERT RTS SUMBAR,29,7,member,FALSE,FALSE,62796834332716@lid
120363307659090303@g.us,Operational Service KAF Samarinda - XL,29,10,member,FALSE,FALSE,75780503638025@lid
120363195687328184@g.us,ALERT_RTS_KAL_BJM_INNER,29,3,member,FALSE,FALSE,62796834332716@lid
120363072434066921@g.us,Key-WA Auto Alert North,29,11,member,FALSE,FALSE,174955610247394@lid
120363027135092348@g.us,CSR Auto Alert_Jabo,29,13,member,FALSE,FALSE,63346674032672@lid
120363161192665861@g.us,ALERT_RTS_YOGYA,29,6,member,FALSE,FALSE,null
120363044958448132@g.us,Alert Potential Incident,29,9,member,FALSE,FALSE,75780503638025@lid
120363402837964243@g.us,Alerting TT  Incident Command Center,29,7,member,FALSE,FALSE,187342312726550@lid
120363407624078274@g.us,Garuda Eyes OSP Escalation,29,16,member,FALSE,FALSE,281213185056937@lid
120363386040981934@g.us,VOCUS (VOCUS),29,4,member,FALSE,FALSE,187342312726550@lid
120363042930574686@g.us,AMS BCM Group Discussion,30,4,member,FALSE,FALSE,166232498135167@lid
120363041420009643@g.us,⛑️ Catastrophe Call,30,8,member,FALSE,FALSE,17824282075323@lid
120363163320120603@g.us,ALERT_RTS_KEBUMEN,30,6,member,FALSE,FALSE,null
120363404405856969@g.us,Alert LN2A,30,5,member,FALSE,FALSE,105682669945085@lid
120363043292231915@g.us,Lease Capacity Alert,31,8,member,FALSE,FALSE,75780503638025@lid
120363299088914622@g.us,STARLINK <> XL OPERATION ISSUE,31,6,member,FALSE,FALSE,19739854270654@lid
120363079099203267@g.us,XLSMART - PT Gayatri Project & Aftersales Only,31,9,member,FALSE,FALSE,249438832480409@lid
6287791081691-1617796322@g.us,Verification New OLA CJ and WJ,31,4,member,FALSE,FALSE,165442207367414@lid
120363166400256921@g.us,OLT Alert Internal (Critical Only),32,10,member,FALSE,FALSE,174955610247394@lid
120363044547241414@g.us,ALERT_CSR_JAM_SUMBAR,32,7,member,FALSE,FALSE,62796834332716@lid
120363390044894204@g.us,Bengkel FTTH Alert,32,7,member,FALSE,FALSE,167435088990340@lid
120363297291756890@g.us,Network - Jakarta Southern,32,10,member,FALSE,FALSE,83734699188296@lid
120363423093944950@g.us,Albatros GOLF Surveillance,32,1,member,FALSE,TRUE,201013227184330@lid
6287875588807-1541403984@g.us,C - CIPURBAYU,33,8,member,FALSE,FALSE,9960180183169@lid
120363371334490472@g.us,VIP FTTH Down,33,4,member,FALSE,FALSE,132164783980603@lid
120363404751731188@g.us,[INT] G.R Alert Handling,34,7,member,FALSE,FALSE,230274721923092@lid
120363299664734622@g.us,Monitoring DWDM Cust Link Faulty,34,5,member,FALSE,FALSE,174955610247394@lid
120363143428666336@g.us,Alarm System Integration Iforte-XL,35,10,member,FALSE,FALSE,188510443159656@lid
120363347016826852@g.us,FLP Rangers Central,35,11,member,FALSE,FALSE,196254403457094@lid
120363403339095830@g.us,Link UP but ISIS Down,35,5,member,FALSE,FALSE,75780503638025@lid
120363024327642181@g.us,BAROKAHNET | XLSMART,36,10,member,FALSE,FALSE,280186503348457@lid
120363395444857051@g.us,Central Sumatera_PLM Patrol Alert,36,8,member,FALSE,FALSE,63346674032672@lid
120363420630590043@g.us,KEA JKT Banjarmasin,36,11,member,FALSE,FALSE,147214517170212@lid
120363422112326010@g.us,Critical Alert - MPLS Router Juniper,37,9,member,FALSE,FALSE,41240359874706@lid
120363044750918988@g.us,IM & PM,37,9,member,FALSE,FALSE,275066935873693@lid
120363025294677716@g.us,CSR Auto Alert_Central,38,14,member,FALSE,FALSE,63346674032672@lid
120363412073473599@g.us,West East Kalimantan_PLM Patrol Alert,38,9,member,FALSE,FALSE,63346674032672@lid
120363298607222076@g.us,CNAP Performance and Utilization,38,11,member,FALSE,FALSE,75780503638025@lid
120363249812500338@g.us,Load Balance per Packet,38,10,member,FALSE,FALSE,75780503638025@lid
6287870000665-1577349723@g.us,VVIP Proactive - ALERT,38,9,member,FALSE,FALSE,null
120363401652141291@g.us,🚨LICENSE ‼️,38,3,member,FALSE,FALSE,161233223323880@lid
120363422613880426@g.us,Iron Duck Project,40,1,member,FALSE,TRUE,201013227184330@lid
120363039903876060@g.us,DWDM Auto Alert_Jabo,40,13,member,FALSE,FALSE,63346674032672@lid
120363043960730676@g.us,CSR Auto Alert_East,40,8,member,FALSE,FALSE,63346674032672@lid
120363317988311573@g.us,DWDM Auto Alert_North,41,13,member,FALSE,FALSE,174955610247394@lid
120363296237117630@g.us,Network - Jakarta Banten,41,12,member,FALSE,FALSE,83734699188296@lid
120363424548832575@g.us,MARCONI-XL# Bad WA Call Experience,42,6,member,FALSE,FALSE,79611648045139@lid
120363399576321834@g.us,POI XL-SF Link CRC Error,42,3,member,FALSE,FALSE,224270542233777@lid
120363028185818938@g.us,Potential Incident 80,43,17,member,FALSE,FALSE,75780503638025@lid
120363169484436635@g.us,Incident Notification for CEH,43,5,member,FALSE,FALSE,248335126499555@lid
6287820729342-1622630581@g.us,Verification New OLA JABO,43,10,member,FALSE,FALSE,16437007650834@lid
120363040780461473@g.us,DWDM Auto Alert_East,43,8,member,FALSE,FALSE,63346674032672@lid
6287870060004-1631848057@g.us,BSC/RNC Down - Internal,44,8,member,FALSE,FALSE,null
120363070685923329@g.us,SALES - NETWORK : KALTIMTARA,44,9,member,FALSE,FALSE,29880137842757@lid
120363042746855459@g.us,DWDM Auto Alert_Central,44,9,member,FALSE,FALSE,63346674032672@lid
120363070522482469@g.us,NETWORK QUALITY • KALSEL,45,12,member,FALSE,FALSE,29880137842757@lid
6287889523323-1589085782@g.us,Key-WA Auto Alert Central,45,10,member,FALSE,FALSE,174955610247394@lid
120363346337547807@g.us,Morowali Issue Internal,45,6,member,FALSE,FALSE,159537030017067@lid
120363308257522183@g.us,FTTH Ticket Complaint Alert,45,6,member,FALSE,FALSE,36163809202177@lid
6281807946649-1604547191@g.us,VIP FTTH,45,7,member,FALSE,FALSE,217368345182453@lid
6285960245518-1595214619@g.us,FTTH Automation,45,11,member,FALSE,FALSE,168925409095776@lid
120363420200773799@g.us,FTTH-Network XLS [FM-XLSATU],45,3,member,FALSE,FALSE,56831275733168@lid
6287889523323-1589085976@g.us,Key-WA Auto Alert East,46,10,member,FALSE,FALSE,174955610247394@lid
120363402802856921@g.us,Marconi SF#-WA Bad Call Experience Alert,46,3,member,FALSE,FALSE,79611648045139@lid
6281911290791-1594370003@g.us,Auto Heal COREVAS,46,10,member,FALSE,FALSE,94300402655302@lid
120363419814575271@g.us,Monitoring SmartCare_KQI Alert,47,8,member,FALSE,FALSE,174955610247394@lid
120363227884797973@g.us,Alert Enterprise Port No Traffic,47,10,member,FALSE,FALSE,75780503638025@lid
120363393550804370@g.us,Trial P3 TT INCM - NOC,48,8,member,FALSE,FALSE,97259752575211@lid
120363419632044051@g.us,Power and Site Down Area Berau (SF),48,4,member,FALSE,FALSE,106682826907782@lid
120363260006246808@g.us,East Stolen Alert,48,2,member,FALSE,FALSE,174955610247394@lid
120363021756773591@g.us,DWDM Auto Alert_West,50,10,member,FALSE,FALSE,63346674032672@lid
120363068942846484@g.us,NETWORK QUALITY • KALBAR,50,11,member,FALSE,FALSE,29880137842757@lid
120363026681490358@g.us,CSR Auto Alert_West,51,11,member,FALSE,FALSE,63346674032672@lid
120363046519746983@g.us,RTS AREA BATURAJA-OKI,51,6,member,FALSE,FALSE,218339091677285@lid
62818753428-1632398972@g.us,Internal Ops Coordination,51,10,member,FALSE,FALSE,75780503638025@lid
120363402557720994@g.us,XLSMART-MS Huawei Reg SS,52,4,member,FALSE,FALSE,256104672022689@lid
120363208479627259@g.us,IMIP + MS MOROWALI XL Axiata,53,6,member,FALSE,FALSE,150590210470019@lid
120363044076424313@g.us,RTS AREA BENGKULU LUBUK LINGGAU,53,10,member,FALSE,FALSE,218339091677285@lid
120363279552791385@g.us,NETWORK - DKI JAKARTA,53,17,member,FALSE,FALSE,83734699188296@lid
6287875588807-1541398159@g.us,WJ2 - Sales dan Network,54,13,member,FALSE,FALSE,9960180183169@lid
120363198806367425@g.us,Preventive Complaint VVIP,56,10,member,FALSE,FALSE,79611648045139@lid
120363135565481609@g.us,OLT Alert Monitoring,58,12,member,FALSE,FALSE,75780503638025@lid
120363025200688771@g.us,West DWDM-Genset alert,59,8,member,FALSE,FALSE,182630632943740@lid
120363401736802413@g.us,P2/P3 Multi Site CENTRAL,59,13,member,FALSE,FALSE,75780503638025@lid
120363052866528932@g.us,NETWORK QUALITY • KALTENG AREA,59,13,member,FALSE,FALSE,29880137842757@lid
120363418424970167@g.us,XLSMART-MS Huawei Reg NS,59,10,member,FALSE,FALSE,69685861179505@lid
120363221741692081@g.us,Verification New OLA KALIMANTAN and SULAMPAPUA,61,4,member,FALSE,FALSE,58613569687681@lid
120363422279791799@g.us,Core-DC Alert,64,3,member,FALSE,FALSE,58630732796032@lid
6287771788078-1586687335@g.us,Key-WA Auto Alert Jabo,65,17,member,FALSE,FALSE,168053480378619@lid
6287777110888-1580736474@g.us,Key-WA Auto Alert West,66,10,member,FALSE,FALSE,112090106855626@lid
120363329423445606@g.us,SCTP Packet Loss Alert,66,15,member,FALSE,FALSE,75780503638025@lid
6281930369928-1525929290@g.us,TS SME CEM Club,70,8,member,FALSE,FALSE,null
120363183805754739@g.us,XLSMART-MS Huawei Reg SUMAPA,76,12,member,FALSE,FALSE,151608184823875@lid
628882051418-1519895348@g.us,XLSMART-MS Huawei Reg WJ,79,10,member,FALSE,FALSE,121345794920675@lid
120363404096284850@g.us,GRV 2.0 (Golden Route VIP),79,7,member,FALSE,TRUE,161233223323880@lid
62817844808-1606798376@g.us,West Battery Stolen Alert,81,19,member,FALSE,FALSE,122827541872814@lid
62817886091-1420286914@g.us,J6-Greater Bogor -XL&HS,81,16,member,FALSE,FALSE,null
120363334421144634@g.us,High Utilization Alert,82,12,member,FALSE,FALSE,224270542233777@lid
120363424300943570@g.us,SL Monitoring MSXLS,85,1,member,FALSE,FALSE,213567383060731@lid
6287885783337-1490760763@g.us,PERFORMANCE,86,12,member,FALSE,FALSE,null
120363297880606112@g.us,META Operation Service IMIP-XL,86,12,member,FALSE,FALSE,246179103244479@lid
62817712519-1602041734@g.us,Core CS/PS WA Alerts,88,14,member,FALSE,FALSE,182630632943740@lid
120363405229855629@g.us,TSS,88,1,member,FALSE,FALSE,187050691162165@lid
6287880247352-1470703445@g.us,NOC OPERATIONS#JUST DO IT,91,7,member,FALSE,FALSE,null
120363374410836862@g.us,XLSMART Incident Management,97,10,member,FALSE,FALSE,248335126499555@lid
120363163983663301@g.us,XLSMART-MS Huawei Reg EJ,103,22,member,FALSE,FALSE,151608184823875@lid
120363022225803079@g.us,PMT/CMT Data Assurance,104,19,member,FALSE,FALSE,null
120363393703791891@g.us,LEBARAN ASSURANCE 2025,104,20,member,FALSE,FALSE,161233223323880@lid
120363419212002320@g.us,XLSMART-MS Huawei Reg Kalimantan,105,12,member,FALSE,FALSE,107649127465024@lid
120363178944330286@g.us,XLSMART-MS Huawei Reg CJ,108,13,member,FALSE,FALSE,151608184823875@lid
62818232500-1541403686@g.us,C-Network Sales West Java 1,110,29,member,FALSE,TRUE,null
120363423375924445@g.us,VIP Alert Monitor,123,1,member,FALSE,FALSE,173443664326721@lid
6287777110888-1595469028@g.us,🚨JABO P1 Handling,134,19,member,FALSE,FALSE,112090106855626@lid
120363424738892287@g.us,CSR Auto Alert,136,1,member,FALSE,FALSE,174955610247394@lid
120363404339022963@g.us,Delivery Material Lists OWS 30cw,140,14,member,FALSE,FALSE,137765421330509@lid
6287822185375-1486372039@g.us,SF - Balitower Escalation,149,22,member,FALSE,FALSE,null
120363401058411207@g.us,XLSMART-MS Huawei Reg Jabo,151,17,member,FALSE,FALSE,113090834215069@lid
120363424733195713@g.us,DWDM Auto Alert,169,1,member,FALSE,FALSE,174955610247394@lid
6287885444555-1507784291@g.us,XL - Network,230,34,member,FALSE,FALSE,201455457824925@lid
6281215887370-1349318410@g.us,XL MS Ops (internal),241,24,member,FALSE,FALSE,null
62818122297-1584930188@g.us,Incident E2E,284,28,member,FALSE,TRUE,115796697210919@lid
628170710011-1441635545@g.us,NOC FO-BO,294,30,member,FALSE,TRUE,142043242356737@lid
120363161339568204@g.us,NOC and Region,730,2,member,FALSE,FALSE,151608184823875@lid
